ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
0.49,1.32,1.81,2.04,251.67,250.04,246.41,242.54,3,30,7,0.01
1.32,1.81,2.04,2.09,250.04,246.41,242.54,239.75,2,30,7,0.01
1.81,2.04,2.09,1.99,246.41,242.54,239.75,240.06,1,30,7,0.069
2.04,2.09,1.99,1.83,242.54,239.75,240.06,246.24,0,30,7,0.109
2.09,1.99,1.83,1.78,239.75,240.06,246.24,258.39,1,30,7,0.059
1.99,1.83,1.78,2.03,240.06,246.24,258.39,270.99,2,30,7,0.02
1.83,1.78,2.03,2.59,246.24,258.39,270.99,278.29,3,30,7,0.04
1.78,2.03,2.59,3.12,258.39,270.99,278.29,283.51,4,30,7,0.059
2.03,2.59,3.12,3.31,270.99,278.29,283.51,291.48,5,30,7,0.089
2.59,3.12,3.31,3.41,278.29,283.51,291.48,332.32,6,30,7,0.089
3.12,3.31,3.41,3.4,283.51,291.48,332.32,340.63,7,30,7,0.089
3.31,3.41,3.4,3.41,291.48,332.32,340.63,345.32,8,30,7,0.128
3.41,3.4,3.41,3.35,332.32,340.63,345.32,346.58,9,30,7,0.109
3.4,3.41,3.35,3.1,340.63,345.32,346.58,344.07,10,30,7,0.059
3.41,3.35,3.1,2.57,345.32,346.58,344.07,335.47,11,30,7,0.02
3.35,3.1,2.57,1.91,346.58,344.07,335.47,312.52,12,30,7,0.01
3.1,2.57,1.91,1.87,344.07,335.47,312.52,275.71,11,30,7,0
2.57,1.91,1.87,2.48,335.47,312.52,275.71,257.39,10,30,7,0.01
1.91,1.87,2.48,3.11,312.52,275.71,257.39,259.07,9,30,7,0.01
1.87,2.48,3.11,3.6,275.71,257.39,259.07,267.42,8,30,7,0.03
2.48,3.11,3.6,3.89,257.39,259.07,267.42,275.95,7,30,7,0.079
3.11,3.6,3.89,4.3,259.07,267.42,275.95,266.52,6,30,8,0.119
3.6,3.89,4.3,4.1,267.42,275.95,266.52,268.2,5,30,8,0.138
3.89,4.3,4.1,3.72,275.95,266.52,268.2,269.71,4,30,8,0.178
4.3,4.1,3.72,3.24,266.52,268.2,269.71,270.95,3,30,8,0.198
4.1,3.72,3.24,2.77,268.2,269.71,270.95,271.49,2,30,8,0.227
3.72,3.24,2.77,2.41,269.71,270.95,271.49,270.45,1,30,8,0.267
3.24,2.77,2.41,2.25,270.95,271.49,270.45,266.89,0,30,8,0.208
2.77,2.41,2.25,2.29,271.49,270.45,266.89,260.82,1,30,8,0.188
2.41,2.25,2.29,2.54,270.45,266.89,260.82,253.35,2,30,8,0.168
2.25,2.29,2.54,2.96,266.89,260.82,253.35,246.34,3,30,8,0.148
2.29,2.54,2.96,3.43,260.82,253.35,246.34,242.2,4,30,8,0.109
2.54,2.96,3.43,3.77,253.35,246.34,242.2,241.85,5,30,8,0.099
2.96,3.43,3.77,3.32,246.34,242.2,241.85,250.66,6,30,8,0.059
3.43,3.77,3.32,3.33,242.2,241.85,250.66,253.83,7,30,8,0.059
3.77,3.32,3.33,3.31,241.85,250.66,253.83,260.31,8,30,8,0.099
3.32,3.33,3.31,3.29,250.66,253.83,260.31,268.86,9,30,8,0.099
3.33,3.31,3.29,3.32,253.83,260.31,268.86,278.03,10,30,8,0.069
3.31,3.29,3.32,3.38,260.31,268.86,278.03,286.27,11,30,8,0.079
3.29,3.32,3.38,3.41,268.86,278.03,286.27,292.48,12,30,8,0.089
3.32,3.38,3.41,3.27,278.03,286.27,292.48,296.53,11,30,8,0.099
3.38,3.41,3.27,2.81,286.27,292.48,296.53,298.52,10,30,8,0.089
3.41,3.27,2.81,2.01,292.48,296.53,298.52,297.9,9,30,8,0.069
3.27,2.81,2.01,1.21,296.53,298.52,297.9,292.91,8,30,8,0.04
2.81,2.01,1.21,0.89,298.52,297.9,292.91,284.64,7,30,8,0.03
2.01,1.21,0.89,1.61,297.9,292.91,284.64,294.3,6,31,8,0
1.21,0.89,1.61,2,292.91,284.64,294.3,302.15,5,31,8,0
0.89,1.61,2,2.26,284.64,294.3,302.15,304.9,4,31,8,0
1.61,2,2.26,2.38,294.3,302.15,304.9,305.18,3,31,8,0
2,2.26,2.38,2.31,302.15,304.9,305.18,304.08,2,31,8,0
2.26,2.38,2.31,2.04,304.9,305.18,304.08,301.93,1,31,8,0.01
2.38,2.31,2.04,1.57,305.18,304.08,301.93,298.08,0,31,8,0
2.31,2.04,1.57,1.06,304.08,301.93,298.08,288.99,1,31,8,0
2.04,1.57,1.06,0.74,301.93,298.08,288.99,268.31,2,31,8,0
1.57,1.06,0.74,0.75,298.08,288.99,268.31,248.44,3,31,8,0
1.06,0.74,0.75,0.84,288.99,268.31,248.44,244.34,4,31,8,0
0.74,0.75,0.84,0.75,268.31,248.44,244.34,252.01,5,31,8,0
0.75,0.84,0.75,0.09,248.44,244.34,252.01,116.82,6,31,8,0
0.84,0.75,0.09,0.42,244.34,252.01,116.82,82.39,7,31,8,0
0.75,0.09,0.42,0.7,252.01,116.82,82.39,80.92,8,31,8,0
0.09,0.42,0.7,0.94,116.82,82.39,80.92,78.96,9,31,8,0
0.42,0.7,0.94,1.22,82.39,80.92,78.96,71.14,10,31,8,0
0.7,0.94,1.22,1.72,80.92,78.96,71.14,58.22,11,31,8,0.02
0.94,1.22,1.72,2.57,78.96,71.14,58.22,46.39,12,31,8,0.04
1.22,1.72,2.57,3.43,71.14,58.22,46.39,38.95,11,31,8,0.069
1.72,2.57,3.43,3.81,58.22,46.39,38.95,33.62,10,31,8,0.089
2.57,3.43,3.81,3.4,46.39,38.95,33.62,27.69,9,31,8,0.099
3.43,3.81,3.4,2.59,38.95,33.62,27.69,18.36,8,31,8,0.049
3.81,3.4,2.59,1.93,33.62,27.69,18.36,4.92,7,31,8,0.04
3.4,2.59,1.93,2.01,27.69,18.36,4.92,8.39,6,31,8,0.03
2.59,1.93,2.01,2.14,18.36,4.92,8.39,7.89,5,31,8,0.04
1.93,2.01,2.14,2.27,4.92,8.39,7.89,12.68,4,31,8,0.049
2.01,2.14,2.27,2.4,8.39,7.89,12.68,20.1,3,31,8,0.089
2.14,2.27,2.4,2.49,7.89,12.68,20.1,27.74,2,31,8,0.109
2.27,2.4,2.49,2.45,12.68,20.1,27.74,34.31,1,31,8,0.119
2.4,2.49,2.45,2.21,20.1,27.74,34.31,39.62,0,31,8,0.109
2.49,2.45,2.21,1.93,27.74,34.31,39.62,43.67,1,31,8,0.138
2.45,2.21,1.93,1.81,34.31,39.62,43.67,44.58,2,31,8,0.138
2.21,1.93,1.81,2.02,39.62,43.67,44.58,41.59,3,31,8,0.089
1.93,1.81,2.02,2.44,43.67,44.58,41.59,39.92,4,31,8,0.059
1.81,2.02,2.44,2.89,44.58,41.59,39.92,42.73,5,31,8,0.03
2.02,2.44,2.89,2.77,41.59,39.92,42.73,64.34,6,31,8,0.02
2.44,2.89,2.77,3.87,39.92,42.73,64.34,49.08,7,31,8,0.03
2.89,2.77,3.87,4.73,42.73,64.34,49.08,43.07,8,31,8,0.04
2.77,3.87,4.73,5.26,64.34,49.08,43.07,40.43,9,31,8,0.069
3.87,4.73,5.26,5.51,49.08,43.07,40.43,39.5,10,31,8,0.178
4.73,5.26,5.51,5.53,43.07,40.43,39.5,39.72,11,31,8,0.316
5.26,5.51,5.53,5.37,40.43,39.5,39.72,40.82,12,31,8,0.178
5.51,5.53,5.37,5.05,39.5,39.72,40.82,42.3,11,31,8,0.208
5.53,5.37,5.05,4.58,39.72,40.82,42.3,43.51,10,31,8,0.494
5.37,5.05,4.58,3.98,40.82,42.3,43.51,43.69,9,31,8,0.375
5.05,4.58,3.98,3.34,42.3,43.51,43.69,42.33,8,31,8,0.267
4.58,3.98,3.34,2.78,43.51,43.69,42.33,38.8,7,31,8,0.168
3.98,3.34,2.78,2.55,43.69,42.33,38.8,38.16,6,31,8,0.109
3.34,2.78,2.55,2.48,42.33,38.8,38.16,35.27,5,31,8,0.138
2.78,2.55,2.48,2.33,38.8,38.16,35.27,34.2,4,31,8,0.138
2.55,2.48,2.33,2.13,38.16,35.27,34.2,34.7,3,31,8,0.109
2.48,2.33,2.13,1.94,35.27,34.2,34.7,36.75,2,31,8,0.109
2.33,2.13,1.94,1.84,34.2,34.7,36.75,40.1,1,31,8,0.059
2.13,1.94,1.84,1.88,34.7,36.75,40.1,43.68,0,31,8,0.03
1.94,1.84,1.88,2,36.75,40.1,43.68,46.03,1,31,8,0.02
1.84,1.88,2,2.14,40.1,43.68,46.03,46.39,2,31,8,0.04
1.88,2,2.14,2.24,43.68,46.03,46.39,44.88,3,31,8,0.03
2,2.14,2.24,2.32,46.03,46.39,44.88,43.42,4,31,8,0.03
2.14,2.24,2.32,2.38,46.39,44.88,43.42,44.1,5,31,8,0.01
2.24,2.32,2.38,1.57,44.88,43.42,44.1,36.39,6,31,8,0
2.32,2.38,1.57,1.62,43.42,44.1,36.39,66.95,7,31,8,0
2.38,1.57,1.62,2.11,44.1,36.39,66.95,87.9,8,31,8,0
1.57,1.62,2.11,2.75,36.39,66.95,87.9,97.58,9,31,8,0
1.62,2.11,2.75,3.28,66.95,87.9,97.58,99.29,10,31,8,0.02
2.11,2.75,3.28,3.54,87.9,97.58,99.29,93.84,11,31,8,0.079
2.75,3.28,3.54,3.59,97.58,99.29,93.84,81.07,12,31,8,0.128
3.28,3.54,3.59,3.66,99.29,93.84,81.07,68.76,11,31,8,0.109
3.54,3.59,3.66,3.62,93.84,81.07,68.76,67.12,10,31,8,0.069
3.59,3.66,3.62,3.47,81.07,68.76,67.12,83.06,9,31,8,0.128
3.66,3.62,3.47,3.75,68.76,67.12,83.06,103.68,8,31,8,0.247
3.62,3.47,3.75,4.05,67.12,83.06,103.68,111.21,7,31,8,0.267
3.47,3.75,4.05,1.49,83.06,103.68,111.21,94.16,6,31,8,0.128
3.75,4.05,1.49,1.82,103.68,111.21,94.16,91.15,5,31,8,0.178
4.05,1.49,1.82,2.5,111.21,94.16,91.15,87.3,4,31,8,0.346
1.49,1.82,2.5,3.34,94.16,91.15,87.3,85.2,3,31,8,0.494
1.82,2.5,3.34,4,91.15,87.3,85.2,85.89,2,31,8,0.415
2.5,3.34,4,4.14,87.3,85.2,85.89,90.62,1,31,8,0.148
3.34,4,4.14,3.66,85.2,85.89,90.62,102.47,0,31,8,0.277
4,4.14,3.66,3.18,85.89,90.62,102.47,119.84,1,31,8,0.267
4.14,3.66,3.18,3.01,90.62,102.47,119.84,130.15,2,31,8,0.217
3.66,3.18,3.01,3.06,102.47,119.84,130.15,120.57,3,31,8,0.178
3.18,3.01,3.06,3.5,119.84,130.15,120.57,102.57,4,31,8,0.257
3.01,3.06,3.5,4.14,130.15,120.57,102.57,91.04,5,31,8,0.296
3.06,3.5,4.14,2.96,120.57,102.57,91.04,93.38,6,31,8,0.306
3.5,4.14,2.96,3.35,102.57,91.04,93.38,90.58,7,31,8,0.109
4.14,2.96,3.35,4.25,91.04,93.38,90.58,86.42,8,31,8,0.049
2.96,3.35,4.25,5.44,93.38,90.58,86.42,83.69,9,31,8,0.049
3.35,4.25,5.44,6.59,90.58,86.42,83.69,83.56,10,31,8,0.049
4.25,5.44,6.59,7.39,86.42,83.69,83.56,86.54,11,31,8,0.188
5.44,6.59,7.39,7.67,83.69,83.56,86.54,93.06,12,31,8,0.405
6.59,7.39,7.67,7.62,83.56,86.54,93.06,101.14,11,31,8,0.553
7.39,7.67,7.62,7.34,86.54,93.06,101.14,107.99,10,31,8,0.524
7.67,7.62,7.34,6.8,93.06,101.14,107.99,111.22,9,31,8,0.405
7.62,7.34,6.8,6.1,101.14,107.99,111.22,111.78,8,31,8,0.662
7.34,6.8,6.1,5.47,107.99,111.22,111.78,111.74,7,31,8,0.425
6.8,6.1,5.47,5.34,111.22,111.78,111.74,116.99,6,31,8,0.128
6.1,5.47,5.34,5,111.78,111.74,116.99,122.29,5,31,8,0.366
5.47,5.34,5,4.65,111.74,116.99,122.29,127.56,4,31,8,0.385
5.34,5,4.65,4.27,116.99,122.29,127.56,133,3,31,8,0.227
5,4.65,4.27,3.85,122.29,127.56,133,139.13,2,31,8,0.287
4.65,4.27,3.85,3.34,127.56,133,139.13,147.11,1,31,8,0.316
4.27,3.85,3.34,2.8,133,139.13,147.11,158.74,0,31,8,0.128
3.85,3.34,2.8,2.38,139.13,147.11,158.74,173.39,1,31,8,0.049
3.34,2.8,2.38,2.15,147.11,158.74,173.39,185.66,2,31,8,0.03
2.8,2.38,2.15,2.02,158.74,173.39,185.66,188.71,3,31,8,0.01
2.38,2.15,2.02,1.94,173.39,185.66,188.71,182.23,4,31,8,0.01
2.15,2.02,1.94,2.02,185.66,188.71,182.23,169.9,5,31,8,0
2.02,1.94,2.02,1.5,188.71,182.23,169.9,162.49,6,31,8,0
1.94,2.02,1.5,2.36,182.23,169.9,162.49,133.5,7,31,8,0
2.02,1.5,2.36,3.12,169.9,162.49,133.5,121.81,8,31,8,0
1.5,2.36,3.12,3.66,162.49,133.5,121.81,115.07,9,31,8,0
2.36,3.12,3.66,4.04,133.5,121.81,115.07,111.03,10,31,8,0.01
3.12,3.66,4.04,4.37,121.81,115.07,111.03,109.59,11,31,8,0.04
3.66,4.04,4.37,4.71,115.07,111.03,109.59,110.74,12,31,8,0.089
4.04,4.37,4.71,4.94,111.03,109.59,110.74,113.11,11,31,8,0.138
4.37,4.71,4.94,4.91,109.59,110.74,113.11,115.59,10,31,8,0.128
4.71,4.94,4.91,4.49,110.74,113.11,115.59,117.88,9,31,8,0.247
4.94,4.91,4.49,3.69,113.11,115.59,117.88,121.76,8,31,8,0.119
4.91,4.49,3.69,2.63,115.59,117.88,121.76,132.27,7,31,8,0.208
4.49,3.69,2.63,3.85,117.88,121.76,132.27,185.33,6,31,8,0.119
3.69,2.63,3.85,4.33,121.76,132.27,185.33,203.82,5,31,8,0.128
2.63,3.85,4.33,4.26,132.27,185.33,203.82,212.32,4,31,8,0.208
3.85,4.33,4.26,3.66,185.33,203.82,212.32,217.08,3,31,8,0.217
4.33,4.26,3.66,2.87,203.82,212.32,217.08,220.99,2,31,8,0.128
4.26,3.66,2.87,2.29,212.32,217.08,220.99,226.41,1,31,8,0.119
3.66,2.87,2.29,2.23,217.08,220.99,226.41,233.45,0,31,8,0.069
2.87,2.29,2.23,2.53,220.99,226.41,233.45,239.15,1,31,8,0.04
2.29,2.23,2.53,2.87,226.41,233.45,239.15,243.6,2,31,8,0.02
2.23,2.53,2.87,3.01,233.45,239.15,243.6,248.64,3,31,8,0.01
2.53,2.87,3.01,2.9,239.15,243.6,248.64,255.69,4,31,8,0.02
2.87,3.01,2.9,2.57,243.6,248.64,255.69,267.12,5,31,8,0.03
3.01,2.9,2.57,2.02,248.64,255.69,267.12,280.53,6,31,8,0.01
2.9,2.57,2.02,1.41,255.69,267.12,280.53,294.35,7,31,8,0.02
2.57,2.02,1.41,0.64,267.12,280.53,294.35,324.36,8,31,8,0
2.02,1.41,0.64,0.69,280.53,294.35,324.36,62.35,9,31,8,0.01
1.41,0.64,0.69,1.47,294.35,324.36,62.35,80.95,10,31,8,0.02
0.64,0.69,1.47,1.98,324.36,62.35,80.95,75.05,11,31,8,0.069
0.69,1.47,1.98,2.26,62.35,80.95,75.05,54.74,12,31,8,0.128
1.47,1.98,2.26,2.7,80.95,75.05,54.74,31.7,11,31,8,0.148
1.98,2.26,2.7,3.18,75.05,54.74,31.7,16.06,10,31,8,0.168
2.26,2.7,3.18,3.3,54.74,31.7,16.06,7.49,9,31,8,0.188
2.7,3.18,3.3,3.14,31.7,16.06,7.49,1.82,8,31,8,0.188
3.18,3.3,3.14,2.97,16.06,7.49,1.82,357.53,7,31,8,0.168
3.3,3.14,2.97,2.88,7.49,1.82,357.53,17.23,6,31,8,0.178
3.14,2.97,2.88,2.94,1.82,357.53,17.23,28.26,5,31,8,0.277
2.97,2.88,2.94,3.13,357.53,17.23,28.26,33.92,4,31,8,0.346
2.88,2.94,3.13,3.35,17.23,28.26,33.92,35.8,3,31,8,0.326
2.94,3.13,3.35,3.51,28.26,33.92,35.8,35.91,2,31,8,0.356
3.13,3.35,3.51,3.52,33.92,35.8,35.91,35.89,1,31,8,0.336
3.35,3.51,3.52,3.36,35.8,35.91,35.89,36.91,0,31,8,0.366
3.51,3.52,3.36,3.19,35.91,35.89,36.91,38.94,1,31,8,0.287
3.52,3.36,3.19,3.21,35.89,36.91,38.94,41.22,2,31,8,0.277
3.36,3.19,3.21,3.57,36.91,38.94,41.22,42.72,3,31,8,0.316
3.19,3.21,3.57,4.09,38.94,41.22,42.72,43.75,4,31,8,0.445
3.21,3.57,4.09,4.55,41.22,42.72,43.75,45.03,5,31,8,0.395
3.57,4.09,4.55,5.51,42.72,43.75,45.03,49.52,6,31,8,0.366
4.09,4.55,5.51,5.49,43.75,45.03,49.52,51.15,7,31,8,0.316
4.55,5.51,5.49,5.86,45.03,49.52,51.15,49.21,8,31,8,0.287
5.51,5.49,5.86,6.47,49.52,51.15,49.21,45.62,9,31,8,0.356
5.49,5.86,6.47,7.18,51.15,49.21,45.62,42.18,10,31,8,0.395
5.86,6.47,7.18,7.78,49.21,45.62,42.18,39.87,11,31,8,0.603
6.47,7.18,7.78,8.09,45.62,42.18,39.87,38.99,12,31,8,0.484
7.18,7.78,8.09,8,42.18,39.87,38.99,39.05,11,31,8,0.346
7.78,8.09,8,7.42,39.87,38.99,39.05,39.61,10,31,8,0.306
8.09,8,7.42,6.35,38.99,39.05,39.61,40.49,9,31,8,0.336
8,7.42,6.35,5.08,39.05,39.61,40.49,42.12,8,31,8,0.316
7.42,6.35,5.08,4,39.61,40.49,42.12,45.37,7,31,8,0.336
6.35,5.08,4,3.73,40.49,42.12,45.37,25.13,6,32,8,0.326
5.08,4,3.73,3.88,42.12,45.37,25.13,24.54,5,32,8,0.267
4,3.73,3.88,3.9,45.37,25.13,24.54,25.64,4,32,8,0.395
3.73,3.88,3.9,3.84,25.13,24.54,25.64,28.11,3,32,8,0.524
3.88,3.9,3.84,3.71,24.54,25.64,28.11,31.95,2,32,8,0.682
3.9,3.84,3.71,3.57,25.64,28.11,31.95,37.23,1,32,8,0.8
3.84,3.71,3.57,3.46,28.11,31.95,37.23,43.64,0,32,8,0.702
3.71,3.57,3.46,3.43,31.95,37.23,43.64,49.47,1,32,8,0.484
3.57,3.46,3.43,3.49,37.23,43.64,49.47,52.44,2,32,8,0.316
3.46,3.43,3.49,3.65,43.64,49.47,52.44,51.39,3,32,8,0.198
3.43,3.49,3.65,3.87,49.47,52.44,51.39,48.62,4,32,8,0.208
3.49,3.65,3.87,4.1,52.44,51.39,48.62,46.81,5,32,8,0.247
3.65,3.87,4.1,4.38,51.39,48.62,46.81,67.78,6,32,8,0.267
3.87,4.1,4.38,4.8,48.62,46.81,67.78,76.1,7,32,8,0.237
4.1,4.38,4.8,4.71,46.81,67.78,76.1,72.5,8,32,8,0.158
4.38,4.8,4.71,4.39,67.78,76.1,72.5,60.61,9,32,8,0.178
4.8,4.71,4.39,4.22,76.1,72.5,60.61,45.26,10,32,8,0.138
4.71,4.39,4.22,4.23,72.5,60.61,45.26,34.86,11,32,8,0.158
4.39,4.22,4.23,4.07,60.61,45.26,34.86,34.78,12,32,8,0.128
4.22,4.23,4.07,3.68,45.26,34.86,34.78,41.4,11,32,8,0.198
4.23,4.07,3.68,3.1,34.86,34.78,41.4,49.27,10,32,8,0.089
4.07,3.68,3.1,2.27,34.78,41.4,49.27,52.66,9,32,8,0.069
3.68,3.1,2.27,1.49,41.4,49.27,52.66,50.6,8,32,8,0.059
3.1,2.27,1.49,1.2,49.27,52.66,50.6,47.43,7,32,8,0
2.27,1.49,1.2,0.36,52.66,50.6,47.43,311.84,6,32,8,0
1.49,1.2,0.36,0.53,50.6,47.43,311.84,292.73,5,32,8,0
1.2,0.36,0.53,0.78,47.43,311.84,292.73,291.97,4,32,8,0
0.36,0.53,0.78,1.01,311.84,292.73,291.97,296.56,3,32,8,0
0.53,0.78,1.01,1.06,292.73,291.97,296.56,307.15,2,32,8,0.01
0.78,1.01,1.06,0.89,291.97,296.56,307.15,337.34,1,32,8,0
1.01,1.06,0.89,1.16,296.56,307.15,337.34,36.45,0,32,8,0
1.06,0.89,1.16,2.02,307.15,337.34,36.45,65.01,1,32,8,0
0.89,1.16,2.02,2.58,337.34,36.45,65.01,80.15,2,32,8,0
1.16,2.02,2.58,2.48,36.45,65.01,80.15,98.49,3,32,8,0
2.02,2.58,2.48,2.27,65.01,80.15,98.49,126.36,4,32,8,0
2.58,2.48,2.27,2.43,80.15,98.49,126.36,154,5,32,8,0
2.48,2.27,2.43,1.55,98.49,126.36,154,144.19,6,32,8,0
2.27,2.43,1.55,2.03,126.36,154,144.19,155.29,7,32,8,0
2.43,1.55,2.03,2.39,154,144.19,155.29,158.08,8,32,8,0
1.55,2.03,2.39,2.61,144.19,155.29,158.08,157.9,9,32,8,0
2.03,2.39,2.61,2.7,155.29,158.08,157.9,157.85,10,32,8,0
2.39,2.61,2.7,2.68,158.08,157.9,157.85,160.56,11,32,8,0.01
2.61,2.7,2.68,2.58,157.9,157.85,160.56,167.91,12,32,8,0.01
2.7,2.68,2.58,2.46,157.85,160.56,167.91,177.44,11,32,8,0
2.68,2.58,2.46,2.26,160.56,167.91,177.44,185.32,10,32,8,0
2.58,2.46,2.26,1.91,167.91,177.44,185.32,188.84,9,32,8,0
2.46,2.26,1.91,1.56,177.44,185.32,188.84,191.1,8,32,8,0
2.26,1.91,1.56,1.44,185.32,188.84,191.1,198.34,7,32,8,0
1.91,1.56,1.44,1.4,188.84,191.1,198.34,204.44,6,32,8,0
1.56,1.44,1.4,1.88,191.1,198.34,204.44,213.76,5,32,8,0
1.44,1.4,1.88,2.05,198.34,204.44,213.76,219.6,4,32,8,0
1.4,1.88,2.05,2.01,204.44,213.76,219.6,225.22,3,32,8,0
1.88,2.05,2.01,1.88,213.76,219.6,225.22,231.11,2,32,8,0.01
2.05,2.01,1.88,1.81,219.6,225.22,231.11,236.08,1,32,8,0.04
2.01,1.88,1.81,1.87,225.22,231.11,236.08,238.18,0,32,8,0.02
1.88,1.81,1.87,2.04,231.11,236.08,238.18,238.41,1,32,8,0.03
1.81,1.87,2.04,2.28,236.08,238.18,238.41,238.74,2,32,8,0.049
1.87,2.04,2.28,2.52,238.18,238.41,238.74,240.21,3,32,8,0.04
2.04,2.28,2.52,2.62,238.41,238.74,240.21,242.33,4,32,8,0.02
2.28,2.52,2.62,2.45,238.74,240.21,242.33,244.98,5,32,8,0.01
2.52,2.62,2.45,1.58,240.21,242.33,244.98,267.32,6,32,8,0
2.62,2.45,1.58,1.37,242.33,244.98,267.32,292.45,7,32,8,0.01
2.45,1.58,1.37,1.4,244.98,267.32,292.45,300.57,8,32,8,0.01
1.58,1.37,1.4,1.46,267.32,292.45,300.57,296,9,32,8,0.01
1.37,1.4,1.46,1.54,292.45,300.57,296,289.13,10,32,8,0
1.4,1.46,1.54,1.61,300.57,296,289.13,289.21,11,32,8,0
1.46,1.54,1.61,1.65,296,289.13,289.21,301.22,12,32,8,0
1.54,1.61,1.65,1.81,289.13,289.21,301.22,317.7,11,32,8,0
1.61,1.65,1.81,2.08,289.21,301.22,317.7,328.51,10,32,8,0
1.65,1.81,2.08,2.28,301.22,317.7,328.51,330.91,9,32,8,0.04
1.81,2.08,2.28,2.4,317.7,328.51,330.91,329.23,8,32,8,0.03
2.08,2.28,2.4,2.48,328.51,330.91,329.23,327.31,7,32,8,0
2.28,2.4,2.48,2.18,330.91,329.23,327.31,328.24,6,32,8,0
2.4,2.48,2.18,1.84,329.23,327.31,328.24,342.51,5,32,8,0
2.48,2.18,1.84,1.48,327.31,328.24,342.51,352.76,4,32,8,0
2.18,1.84,1.48,1.06,328.24,342.51,352.76,359.51,3,32,8,0
1.84,1.48,1.06,0.6,342.51,352.76,359.51,359.98,2,32,8,0
1.48,1.06,0.6,0.24,352.76,359.51,359.98,322.81,1,32,8,0.03
1.06,0.6,0.24,0.42,359.51,359.98,322.81,255.41,0,32,8,0.059
0.6,0.24,0.42,0.75,359.98,322.81,255.41,241.39,1,32,8,0.04
0.24,0.42,0.75,1,322.81,255.41,241.39,228.37,2,32,8,0.049
0.42,0.75,1,1.23,255.41,241.39,228.37,208.42,3,32,8,0.02
0.75,1,1.23,1.54,241.39,228.37,208.42,191.7,4,32,8,0.04
1,1.23,1.54,1.81,228.37,208.42,191.7,184.05,5,32,8,0.03
1.23,1.54,1.81,1.59,208.42,191.7,184.05,134.79,6,32,8,0.01
1.54,1.81,1.59,2.06,191.7,184.05,134.79,145.82,7,32,8,0.01
1.81,1.59,2.06,2.19,184.05,134.79,145.82,161.83,8,32,8,0.01
1.59,2.06,2.19,2.27,134.79,145.82,161.83,182.99,9,32,8,0
2.06,2.19,2.27,2.51,145.82,161.83,182.99,204.27,10,32,8,0
2.19,2.27,2.51,2.82,161.83,182.99,204.27,220.38,11,32,8,0.01
2.27,2.51,2.82,2.99,182.99,204.27,220.38,231.12,12,32,8,0.059
2.51,2.82,2.99,2.95,204.27,220.38,231.12,239.6,11,32,8,0.128
2.82,2.99,2.95,2.74,220.38,231.12,239.6,248.12,10,32,8,0.128
2.99,2.95,2.74,2.43,231.12,239.6,248.12,258.3,9,32,8,0.049
2.95,2.74,2.43,2.18,239.6,248.12,258.3,269.79,8,32,8,0.02
2.74,2.43,2.18,2.07,248.12,258.3,269.79,279.08,7,32,8,0.01
2.43,2.18,2.07,2.46,258.3,269.79,279.08,278.69,6,32,8,0.02
2.18,2.07,2.46,2.68,269.79,279.08,278.69,268.64,5,32,8,0.04
2.07,2.46,2.68,2.96,279.08,278.69,268.64,262.61,4,32,8,0.099
2.46,2.68,2.96,3.24,278.69,268.64,262.61,259.58,3,32,8,0.178
2.68,2.96,3.24,3.44,268.64,262.61,259.58,258.75,2,32,8,0.247
2.96,3.24,3.44,3.49,262.61,259.58,258.75,259.73,1,32,8,0.257
3.24,3.44,3.49,3.36,259.58,258.75,259.73,262.41,0,32,8,0.198
3.44,3.49,3.36,3.23,258.75,259.73,262.41,265.97,1,32,8,0.148
3.49,3.36,3.23,3.28,259.73,262.41,265.97,268.66,2,32,8,0.178
3.36,3.23,3.28,3.62,262.41,265.97,268.66,269.15,3,32,8,0.119
3.23,3.28,3.62,4.09,265.97,268.66,269.15,269.7,4,32,8,0.089
3.28,3.62,4.09,4.47,268.66,269.15,269.7,272.65,5,32,8,0.109
3.62,4.09,4.47,4.15,269.15,269.7,272.65,288.38,6,32,8,0.089
4.09,4.47,4.15,4.12,269.7,272.65,288.38,295.42,7,32,8,0.069
4.47,4.15,4.12,4.13,272.65,288.38,295.42,298.59,8,32,8,0.059
4.15,4.12,4.13,4.15,288.38,295.42,298.59,298.67,9,32,8,0.109
4.12,4.13,4.15,4.2,295.42,298.59,298.67,296.6,10,32,8,0.178
4.13,4.15,4.2,4.35,298.59,298.67,296.6,293.47,11,32,8,0.148
4.15,4.2,4.35,4.6,298.67,296.6,293.47,290.32,12,32,8,0.237
4.2,4.35,4.6,4.81,296.6,293.47,290.32,287.33,11,32,8,0.277
4.35,4.6,4.81,4.83,293.47,290.32,287.33,284.13,10,32,8,0.346
4.6,4.81,4.83,4.56,290.32,287.33,284.13,280.1,9,32,8,0.385
4.81,4.83,4.56,4.16,287.33,284.13,280.1,275.33,8,32,8,0.464
4.83,4.56,4.16,3.89,284.13,280.1,275.33,270.99,7,32,8,0.563
4.56,4.16,3.89,5.51,280.1,275.33,270.99,273.81,6,32,8,0.573
4.16,3.89,5.51,5.18,275.33,270.99,273.81,278.62,5,32,8,0.504
3.89,5.51,5.18,4.75,270.99,273.81,278.62,290.2,4,32,8,0.484
5.51,5.18,4.75,4.56,273.81,278.62,290.2,307.15,3,32,8,0.514
